geoid,name,B02001001,"B02001001, Error",B02001002,"B02001002, Error",B02001003,"B02001003, Error",B02001004,"B02001004, Error",B02001005,"B02001005, Error",B02001006,"B02001006, Error",B02001007,"B02001007, Error",B02001008,"B02001008, Error",B02001009,"B02001009, Error",B02001010,"B02001010, Error"
15000US060371011101,"Block Group 1, Los Angeles, CA",2286,478,1691,460,18,31,0,12,194,160,0,12,290,262,93,108,0,12,93,108
15000US060371011102,"Block Group 2, Los Angeles, CA",1601,326,1009,283,18,20,7,17,147,113,0,12,379,239,41,41,0,12,41,41
15000US060371011103,"Block Group 3, Los Angeles, CA",1125,300,940,314,8,13,0,12,86,108,0,12,91,96,0,12,0,12,0,12
15000US060371011221,"Block Group 1, Los Angeles, CA",2199,363,1431,344,0,12,6,11,378,117,0,12,200,139,184,131,38,56,146,123
15000US060371011222,"Block Group 2, Los Angeles, CA",1305,277,1049,253,30,41,0,12,89,86,0,12,54,66,83,89,8,14,75,91
15000US060371012101,"Block Group 1, Los Angeles, CA",3003,579,1877,517,156,170,0,12,127,105,0,12,765,439,78,98,61,95,17,27
15000US060371012102,"Block Group 2, Los Angeles, CA",3601,578,2444,556,179,124,0,12,96,84,0,12,754,407,128,104,0,12,128,104
15000US060371012201,"Block Group 1, Los Angeles, CA",1111,293,697,255,8,12,0,12,111,82,0,12,240,144,55,55,28,44,27,32
15000US060371012202,"Block Group 2, Los Angeles, CA",2012,316,1424,289,95,111,17,30,180,123,0,12,172,131,124,98,10,17,114,96
15000US060371013001,"Block Group 1, Los Angeles, CA",1380,325,1221,323,0,12,5,10,93,78,0,12,60,82,1,2,0,12,1,2
15000US060371013002,"Block Group 2, Los Angeles, CA",945,266,748,224,28,33,0,12,169,139,0,12,0,12,0,12,0,12,0,12
15000US060371013003,"Block Group 3, Los Angeles, CA",945,269,690,214,0,12,0,12,19,21,0,12,223,259,13,19,0,12,13,19
15000US060371013004,"Block Group 4, Los Angeles, CA",977,295,959,295,0,12,0,12,18,21,0,12,0,12,0,12,0,12,0,12
15000US060371014001,"Block Group 1, Los Angeles, CA",933,262,797,227,0,12,0,12,0,12,0,12,60,80,76,122,0,12,76,122
15000US060371014002,"Block Group 2, Los Angeles, CA",1726,363,1270,344,110,101,28,45,108,82,0,12,174,208,36,34,0,12,36,34
15000US060371014003,"Block Group 3, Los Angeles, CA",1388,261,935,236,69,112,17,22,192,69,0,12,92,71,83,98,0,12,83,98
15000US060371021031,"Block Group 1, Los Angeles, CA",1755,256,1539,251,0,12,13,23,99,79,0,12,43,45,61,55,41,43,20,30
15000US060371021041,"Block Group 1, Los Angeles, CA",2154,302,1740,251,51,45,0,12,299,167,0,12,35,16,29,40,0,12,29,40
15000US060371021042,"Block Group 2, Los Angeles, CA",1072,343,838,279,0,12,0,12,183,208,0,12,0,12,51,70,51,70,0,12
15000US060371021051,"Block Group 1, Los Angeles, CA",944,341,756,355,0,12,0,12,4,8,0,12,116,100,68,101,64,101,4,8
15000US060371021052,"Block Group 2, Los Angeles, CA",903,248,677,253,0,12,0,12,83,97,0,12,122,128,21,25,0,12,21,25
15000US060371021071,"Block Group 1, Los Angeles, CA",2298,419,1841,434,84,83,0,12,102,100,17,19,186,166,68,61,38,42,30,44
15000US060371021072,"Block Group 2, Los Angeles, CA",1244,331,979,305,10,18,0,12,240,151,0,12,10,18,5,11,0,12,5,11
15000US060371031011,"Block Group 1, Los Angeles, CA",1778,225,1410,253,4,6,0,12,194,125,15,22,155,122,0,12,0,12,0,12
15000US060371031012,"Block Group 2, Los Angeles, CA",1008,251,866,271,3,5,0,12,103,82,0,12,15,23,21,25,0,12,21,25
15000US060371031021,"Block Group 1, Los Angeles, CA",1309,408,1077,402,0,12,0,12,207,213,0,12,0,12,25,31,0,12,25,31
15000US060371031022,"Block Group 2, Los Angeles, CA",781,254,691,246,24,39,0,12,0,12,0,12,66,67,0,12,0,12,0,12
15000US060371031023,"Block Group 3, Los Angeles, CA",1299,441,1038,419,0,12,0,12,72,131,0,12,144,161,45,70,0,12,45,70
15000US060371031024,"Block Group 4, Los Angeles, CA",743,311,470,193,8,13,14,21,44,49,0,12,173,239,34,33,0,12,34,33
15000US060371031025,"Block Group 5, Los Angeles, CA",982,294,623,210,0,12,0,12,350,260,0,12,0,12,9,14,0,12,9,14
15000US060371032001,"Block Group 1, Los Angeles, CA",2107,367,1690,333,47,88,0,12,96,79,0,12,200,228,74,82,0,12,74,82
15000US060371032002,"Block Group 2, Los Angeles, CA",2074,528,1681,497,78,102,0,12,244,160,0,12,52,69,19,32,19,32,0,12
15000US060371032003,"Block Group 3, Los Angeles, CA",1852,353,1297,332,48,47,0,12,201,123,0,12,249,165,57,50,26,42,31,30
15000US060371033001,"Block Group 1, Los Angeles, CA",1620,329,1383,329,2,5,0,12,89,49,0,12,65,74,81,78,39,63,42,47
15000US060371033002,"Block Group 2, Los Angeles, CA",1629,307,1452,295,10,17,0,12,44,34,0,12,60,65,63,55,0,12,63,55
15000US060371034001,"Block Group 1, Los Angeles, CA",1388,489,1153,435,0,12,0,12,45,45,0,12,0,12,190,225,0,12,190,225
15000US060371034002,"Block Group 2, Los Angeles, CA",988,321,625,324,7,8,7,16,100,108,0,12,185,300,64,64,18,32,46,57
15000US060371034003,"Block Group 3, Los Angeles, CA",484,211,460,208,0,12,0,12,16,25,0,12,0,12,8,15,8,15,0,12
15000US060371034004,"Block Group 4, Los Angeles, CA",1185,383,999,380,3,7,0,12,60,84,0,12,44,57,79,114,16,26,63,110
15000US060371034005,"Block Group 5, Los Angeles, CA",2652,544,1852,432,152,188,14,23,261,155,0,12,37,61,336,225,151,143,185,190
15000US060371041031,"Block Group 1, Los Angeles, CA",2170,443,1296,408,276,219,83,102,130,80,4,9,289,161,92,71,37,60,55,37
15000US060371041032,"Block Group 2, Los Angeles, CA",1403,266,664,226,232,91,9,15,250,89,4,7,221,133,23,37,7,11,16,26
15000US060371041051,"Block Group 1, Los Angeles, CA",1593,364,417,222,396,219,0,12,265,135,0,12,503,344,12,24,0,12,12,24
15000US060371041052,"Block Group 2, Los Angeles, CA",4078,497,2320,448,134,134,13,20,164,152,0,12,1275,434,172,142,157,139,15,22
15000US060371041081,"Block Group 1, Los Angeles, CA",2239,523,1118,598,200,94,0,12,20,21,0,12,880,416,21,25,0,12,21,25
15000US060371041082,"Block Group 2, Los Angeles, CA",2169,575,1230,490,184,94,9,15,125,83,0,12,594,553,27,24,7,12,20,21
15000US060371041083,"Block Group 3, Los Angeles, CA",987,343,345,194,80,67,16,29,0,12,0,12,410,276,136,221,0,12,136,221
15000US060371041241,"Block Group 1, Los Angeles, CA",1783,422,1277,380,64,62,0,12,0,12,0,12,374,285,68,105,0,12,68,105
15000US060371041242,"Block Group 2, Los Angeles, CA",1949,574,1183,566,498,247,0,12,145,120,0,12,82,65,41,42,12,25,29,31
15000US060371041243,"Block Group 3, Los Angeles, CA",546,203,505,209,0,12,0,12,3,6,0,12,38,62,0,12,0,12,0,12
15000US060371042011,"Block Group 1, Los Angeles, CA",1372,484,734,427,282,148,0,12,0,12,0,12,356,277,0,12,0,12,0,12
15000US060371042012,"Block Group 2, Los Angeles, CA",2327,522,1726,562,224,177,24,41,0,12,0,12,278,236,75,104,14,23,61,100
15000US060371042013,"Block Group 3, Los Angeles, CA",998,332,720,326,130,98,0,12,0,12,0,12,112,127,36,60,36,60,0,12
15000US060371042031,"Block Group 1, Los Angeles, CA",2508,482,1203,377,57,64,0,12,201,208,0,12,1047,404,0,12,0,12,0,12
15000US060371042032,"Block Group 2, Los Angeles, CA",2104,401,1472,362,246,110,0,12,0,12,0,12,386,305,0,12,0,12,0,12
15000US060371042041,"Block Group 1, Los Angeles, CA",1593,407,894,322,199,109,74,107,59,82,0,12,306,188,61,73,5,11,56,72
15000US060371042042,"Block Group 2, Los Angeles, CA",2035,491,1043,368,56,87,0,12,193,171,0,12,663,435,80,57,58,54,22,25
15000US060371043101,"Block Group 1, Los Angeles, CA",1420,389,904,310,123,144,96,144,0,12,0,12,262,245,35,41,35,41,0,12
15000US060371043102,"Block Group 2, Los Angeles, CA",1756,353,1104,387,184,147,45,69,0,12,0,12,368,304,55,54,23,32,32,49
15000US060371043103,"Block Group 3, Los Angeles, CA",1549,449,862,271,0,12,0,12,0,12,0,12,679,474,8,12,8,12,0,12
15000US060371043201,"Block Group 1, Los Angeles, CA",2740,823,1489,608,133,108,0,12,6,14,0,12,981,565,131,149,56,67,75,96
15000US060371043202,"Block Group 2, Los Angeles, CA",1778,992,296,313,7,13,36,55,59,39,0,12,1371,1002,9,15,0,12,9,15
15000US060371043203,"Block Group 3, Los Angeles, CA",534,365,392,341,25,40,84,134,0,12,0,12,33,32,0,12,0,12,0,12
15000US060371043204,"Block Group 4, Los Angeles, CA",731,421,311,251,55,73,0,12,0,12,0,12,365,344,0,12,0,12,0,12
15000US060371044011,"Block Group 1, Los Angeles, CA",1394,435,1264,419,11,17,41,82,0,12,0,12,78,73,0,12,0,12,0,12
15000US060371044012,"Block Group 2, Los Angeles, CA",1896,293,1493,278,6,11,0,12,0,12,0,12,397,217,0,12,0,12,0,12
15000US060371044031,"Block Group 1, Los Angeles, CA",2042,607,1060,366,5,12,0,12,19,32,0,12,951,685,7,11,0,12,7,11
15000US060371044032,"Block Group 2, Los Angeles, CA",1226,314,714,303,0,12,3,5,0,12,0,12,499,237,10,18,0,12,10,18
15000US060371044041,"Block Group 1, Los Angeles, CA",925,272,504,237,29,39,0,12,22,37,0,12,370,275,0,12,0,12,0,12
15000US060371044042,"Block Group 2, Los Angeles, CA",1866,326,1378,352,0,12,46,75,4,7,0,12,369,185,69,70,37,60,32,42
15000US060371045001,"Block Group 1, Los Angeles, CA",725,320,324,152,0,12,0,12,0,12,0,12,385,328,16,26,0,12,16,26
15000US060371045002,"Block Group 2, Los Angeles, CA",2345,517,2042,551,0,12,0,12,0,12,0,12,266,180,37,41,28,38,9,15
15000US060371046101,"Block Group 1, Los Angeles, CA",2357,358,1516,324,0,12,0,12,0,12,0,12,723,352,118,146,102,145,16,18
15000US060371046102,"Block Group 2, Los Angeles, CA",1197,335,685,248,0,12,0,12,0,12,0,12,472,316,40,43,40,43,0,12
15000US060371046201,"Block Group 1, Los Angeles, CA",1084,251,861,258,0,12,0,12,0,12,0,12,223,163,0,12,0,12,0,12
15000US060371046202,"Block Group 2, Los Angeles, CA",2318,412,1097,322,0,12,11,17,0,12,0,12,1117,468,93,120,93,120,0,12
15000US060371047011,"Block Group 1, Los Angeles, CA",1281,460,499,206,125,109,0,12,0,12,0,12,622,448,35,49,11,16,24,34
15000US060371047012,"Block Group 2, Los Angeles, CA",1854,526,1312,423,108,109,0,12,10,17,0,12,414,390,10,14,0,12,10,14
15000US060371047013,"Block Group 3, Los Angeles, CA",973,303,438,207,81,120,0,12,0,12,0,12,454,254,0,12,0,12,0,12
15000US060371047031,"Block Group 1, Los Angeles, CA",1138,319,748,338,30,40,0,12,0,12,0,12,333,193,27,44,27,44,0,12
15000US060371047032,"Block Group 2, Los Angeles, CA",962,245,439,222,10,15,0,12,0,12,13,24,495,295,5,9,5,9,0,12
15000US060371047041,"Block Group 1, Los Angeles, CA",4095,437,2159,501,577,167,31,48,149,110,0,12,1020,335,159,161,123,154,36,47
15000US060371048101,"Block Group 1, Los Angeles, CA",1531,784,1047,546,24,37,0,12,0,12,0,12,388,463,72,81,72,81,0,12
15000US060371048102,"Block Group 2, Los Angeles, CA",1200,458,729,313,28,28,0,12,0,12,0,12,417,320,26,33,8,14,18,21
15000US060371048103,"Block Group 3, Los Angeles, CA",2519,611,1618,566,1,5,24,37,92,131,0,12,735,411,49,60,43,59,6,9
15000US060371048211,"Block Group 1, Los Angeles, CA",2481,386,1563,450,64,81,0,12,21,28,0,12,833,448,0,12,0,12,0,12
15000US060371048212,"Block Group 2, Los Angeles, CA",939,376,740,353,0,12,0,12,0,12,0,12,186,184,13,19,0,12,13,19
15000US060371048221,"Block Group 1, Los Angeles, CA",2031,277,1312,362,5,9,50,75,116,69,0,12,548,188,0,12,0,12,0,12
15000US060371060101,"Block Group 1, Los Angeles, CA",2636,284,1697,385,56,48,53,78,90,61,0,12,598,255,142,89,84,70,58,61
15000US060371060201,"Block Group 1, Los Angeles, CA",3012,649,1255,561,260,282,39,44,99,97,0,12,1229,572,130,169,112,166,18,21
15000US060371060202,"Block Group 2, Los Angeles, CA",2900,597,1362,384,18,29,46,52,136,97,0,12,1194,516,144,146,26,29,118,144
15000US060371061111,"Block Group 1, Los Angeles, CA",1862,435,1236,351,21,38,30,44,81,69,0,12,321,277,173,145,11,19,162,138
15000US060371061112,"Block Group 2, Los Angeles, CA",2484,378,1525,391,104,127,32,27,232,138,0,12,505,289,86,66,51,56,35,36
15000US060371061121,"Block Group 1, Los Angeles, CA",2259,466,1821,462,4,10,8,22,61,55,0,12,288,221,77,64,62,59,15,23
15000US060371061122,"Block Group 2, Los Angeles, CA",3563,620,2102,663,56,57,0,12,542,277,0,12,722,420,141,84,78,62,63,50
15000US060371061131,"Block Group 1, Los Angeles, CA",1765,321,1055,316,68,82,53,84,156,136,0,12,376,236,57,73,40,64,17,27
15000US060371061132,"Block Group 2, Los Angeles, CA",1866,302,1069,376,45,47,0,12,99,124,0,12,555,394,98,104,0,12,98,104
15000US060371061141,"Block Group 1, Los Angeles, CA",4085,512,2392,491,279,262,25,40,178,109,0,12,948,356,263,151,111,76,152,143
15000US060371061142,"Block Group 2, Los Angeles, CA",1477,431,1016,391,10,16,0,12,0,12,0,12,451,290,0,12,0,12,0,12
15000US060371064031,"Block Group 1, Los Angeles, CA",865,331,696,300,0,12,2,4,61,78,0,12,67,85,39,52,6,9,33,50
15000US060371064032,"Block Group 2, Los Angeles, CA",1324,490,685,229,0,12,0,12,43,35,0,12,576,461,20,31,0,12,20,31
15000US060371064033,"Block Group 3, Los Angeles, CA",959,349,867,338,0,12,0,12,0,12,0,12,79,91,13,34,13,34,0,12
15000US060371064051,"Block Group 1, Los Angeles, CA",1514,417,483,186,52,101,0,12,133,115,0,12,721,429,125,179,15,23,110,179
15000US060371064052,"Block Group 2, Los Angeles, CA",986,387,614,312,32,37,0,12,70,115,0,12,270,232,0,12,0,12,0,12
15000US060371064053,"Block Group 3, Los Angeles, CA",702,222,407,161,109,132,10,16,66,64,0,12,100,103,10,15,10,15,0,12
15000US060371064061,"Block Group 1, Los Angeles, CA",3166,789,1662,537,208,145,16,26,94,118,0,12,1038,856,148,190,0,12,148,190
15000US060371064062,"Block Group 2, Los Angeles, CA",553,360,444,317,0,12,0,12,5,11,0,12,104,197,0,12,0,12,0,12
15000US060371064063,"Block Group 3, Los Angeles, CA",1323,434,458,336,70,88,9,15,319,212,0,12,457,398,10,20,0,12,10,20
15000US060371064071,"Block Group 1, Los Angeles, CA",1542,306,848,290,117,89,4,9,66,49,0,12,476,228,31,32,13,29,18,32
15000US060371064072,"Block Group 2, Los Angeles, CA",1130,341,705,275,59,69,6,10,65,100,0,12,289,333,6,10,6,10,0,12
15000US060371064081,"Block Group 1, Los Angeles, CA",3123,353,1872,453,42,36,5,11,187,94,0,12,952,457,65,74,24,32,41,65
15000US060371064082,"Block Group 2, Los Angeles, CA",660,393,391,359,0,12,0,12,51,81,0,12,218,223,0,12,0,12,0,12
15000US060371065101,"Block Group 1, Los Angeles, CA",1733,331,1160,424,183,183,0,12,116,89,0,12,269,207,5,7,0,12,5,7
15000US060371065102,"Block Group 2, Los Angeles, CA",1732,576,1177,509,21,25,0,12,27,32,0,12,507,341,0,12,0,12,0,12
15000US060371065103,"Block Group 3, Los Angeles, CA",1555,343,854,284,134,66,0,12,185,123,0,12,320,247,62,69,0,12,62,69
15000US060371065201,"Block Group 1, Los Angeles, CA",1937,387,1378,439,0,12,0,12,60,53,0,12,358,279,141,180,27,48,114,175
15000US060371065202,"Block Group 2, Los Angeles, CA",1468,381,992,315,16,18,0,12,11,17,0,12,449,228,0,12,0,12,0,12
15000US060371065203,"Block Group 3, Los Angeles, CA",1892,542,1675,525,0,12,0,12,0,12,0,12,151,188,66,101,66,101,0,12
15000US060371066031,"Block Group 1, Los Angeles, CA",1749,216,1101,210,116,114,0,12,322,120,0,12,81,53,129,96,46,71,83,81
15000US060371066032,"Block Group 2, Los Angeles, CA",1451,214,954,208,42,46,10,14,274,117,0,12,100,140,71,61,20,29,51,50
15000US060371066041,"Block Group 1, Los Angeles, CA",223,176,122,95,53,93,0,12,0,12,0,12,48,70,0,12,0,12,0,12
15000US060371066042,"Block Group 2, Los Angeles, CA",2211,454,1297,334,76,125,0,12,75,75,36,56,715,414,12,21,12,21,0,12
15000US060371066043,"Block Group 3, Los Angeles, CA",718,297,471,307,0,12,0,12,0,12,0,12,130,125,117,184,117,184,0,12
15000US060371066044,"Block Group 4, Los Angeles, CA",1497,374,1132,348,0,12,0,12,179,109,0,12,99,92,87,79,59,51,28,57
15000US060371066411,"Block Group 1, Los Angeles, CA",2127,184,1497,190,5,8,0,12,461,110,0,12,44,44,120,74,37,39,83,61
15000US060371066421,"Block Group 1, Los Angeles, CA",1273,331,831,215,152,160,0,12,44,37,0,12,43,61,203,239,9,14,194,239
15000US060371066422,"Block Group 2, Los Angeles, CA",967,240,793,198,28,47,22,38,63,79,0,12,0,12,61,73,7,11,54,72
15000US060371066423,"Block Group 3, Los Angeles, CA",1237,322,789,309,15,28,0,12,242,132,0,12,191,174,0,12,0,12,0,12
15000US060371066431,"Block Group 1, Los Angeles, CA",3028,410,1778,385,541,363,32,50,389,165,0,12,32,35,256,221,172,214,84,68
15000US060371066432,"Block Group 2, Los Angeles, CA",679,235,547,218,0,12,0,12,124,108,0,12,0,12,8,13,0,12,8,13
15000US060371066433,"Block Group 3, Los Angeles, CA",626,172,516,157,0,12,0,12,82,93,0,12,22,32,6,11,0,12,6,11
15000US060371066451,"Block Group 1, Los Angeles, CA",1179,249,696,198,49,72,0,12,279,156,0,12,111,91,44,40,0,12,44,40
15000US060371066452,"Block Group 2, Los Angeles, CA",2308,320,1802,295,162,198,0,12,178,98,0,12,85,110,81,104,0,12,81,104
15000US060371066461,"Block Group 1, Los Angeles, CA",2042,272,1535,255,24,27,0,12,371,188,0,12,24,21,88,81,10,17,78,82
15000US060371066462,"Block Group 2, Los Angeles, CA",1578,337,1215,310,20,33,0,12,294,198,0,12,42,65,7,10,0,12,7,10
15000US060371066481,"Block Group 1, Los Angeles, CA",3150,657,2359,552,2,6,47,70,77,69,0,12,566,404,99,116,85,107,14,19
15000US060371066482,"Block Group 2, Los Angeles, CA",1245,314,941,337,31,41,0,12,0,12,0,12,273,177,0,12,0,12,0,12
15000US060371066491,"Block Group 1, Los Angeles, CA",756,268,618,234,0,12,0,12,104,105,0,12,34,55,0,12,0,12,0,12
15000US060371066492,"Block Group 2, Los Angeles, CA",1945,369,1124,327,18,31,0,12,471,155,0,12,266,269,66,40,33,35,33,29
15000US060371070101,"Block Group 1, Los Angeles, CA",3175,440,2086,320,0,12,25,39,57,67,8,10,879,471,120,102,36,35,84,89
15000US060371070201,"Block Group 1, Los Angeles, CA",4301,659,2937,769,16,25,10,16,270,129,15,23,1053,376,0,12,0,12,0,12
15000US060371070202,"Block Group 2, Los Angeles, CA",1078,269,660,232,0,12,0,12,134,121,0,12,284,232,0,12,0,12,0,12
15000US060371081011,"Block Group 1, Los Angeles, CA",2307,183,1468,223,95,136,0,12,529,180,0,12,191,198,24,30,0,12,24,30
15000US060371081021,"Block Group 1, Los Angeles, CA",3772,332,2231,365,142,125,0,12,933,301,119,169,158,146,189,121,6,10,183,121
15000US060371081031,"Block Group 1, Los Angeles, CA",1534,315,939,267,0,12,0,12,588,175,0,12,0,12,7,12,0,12,7,12
15000US060371081032,"Block Group 2, Los Angeles, CA",1766,283,1166,281,151,129,40,58,395,141,0,12,0,12,14,23,0,12,14,23
15000US060371081041,"Block Group 1, Los Angeles, CA",1870,164,1396,189,5,8,0,12,294,141,0,12,59,59,116,104,79,97,37,32
15000US060371082011,"Block Group 1, Los Angeles, CA",2028,350,1082,280,96,128,15,26,748,300,12,21,27,30,48,52,28,46,20,23
15000US060371082012,"Block Group 2, Los Angeles, CA",3554,392,1396,320,283,246,0,12,1563,298,0,12,32,43,280,188,138,122,142,128
15000US060371082021,"Block Group 1, Los Angeles, CA",5579,434,3029,354,52,43,43,69,2165,394,0,17,199,193,91,91,0,17,91,91
15000US060371091001,"Block Group 1, Los Angeles, CA",843,261,805,259,0,12,0,12,27,34,0,12,11,17,0,12,0,12,0,12
15000US060371091002,"Block Group 2, Los Angeles, CA",1604,270,1049,344,0,12,0,12,222,135,0,12,333,187,0,12,0,12,0,12
15000US060371092001,"Block Group 1, Los Angeles, CA",747,269,662,281,0,12,0,12,55,58,0,12,3,8,27,42,0,12,27,42
15000US060371092002,"Block Group 2, Los Angeles, CA",1113,376,523,228,3,9,0,12,108,82,0,12,437,341,42,51,12,21,30,46
15000US060371092003,"Block Group 3, Los Angeles, CA",896,235,499,152,17,23,0,12,187,99,0,12,145,222,48,47,16,25,32,39
15000US060371093001,"Block Group 1, Los Angeles, CA",893,263,447,169,76,108,0,12,161,147,0,12,190,209,19,33,15,25,4,20
15000US060371093002,"Block Group 2, Los Angeles, CA",1607,327,1019,352,85,93,0,12,245,163,0,12,210,167,48,49,35,41,13,33
15000US060371093003,"Block Group 3, Los Angeles, CA",886,247,450,194,103,144,0,12,227,159,0,12,36,33,70,90,22,33,48,57
15000US060371094001,"Block Group 1, Los Angeles, CA",932,228,728,233,52,84,0,12,22,32,0,12,52,55,78,99,0,12,78,99
15000US060371094002,"Block Group 2, Los Angeles, CA",1165,291,506,267,17,27,0,12,132,106,37,52,412,271,61,70,0,12,61,70
15000US060371094003,"Block Group 3, Los Angeles, CA",1615,464,871,351,9,14,0,12,6,12,0,12,714,445,15,19,0,12,15,19
15000US060371095001,"Block Group 1, Los Angeles, CA",1199,359,872,366,0,12,0,12,12,25,0,12,261,164,54,57,41,52,13,21
15000US060371095002,"Block Group 2, Los Angeles, CA",2599,747,1799,748,6,9,74,116,90,68,0,12,557,383,73,67,49,54,24,40
15000US060371095003,"Block Group 3, Los Angeles, CA",967,274,799,284,0,12,14,21,21,48,0,12,120,76,13,18,13,18,0,12
15000US060371096011,"Block Group 1, Los Angeles, CA",1335,541,716,368,75,65,0,12,279,295,0,12,247,288,18,22,10,16,8,14
15000US060371096012,"Block Group 2, Los Angeles, CA",964,413,510,271,0,12,0,12,206,135,0,12,208,268,40,62,0,12,40,62
15000US060371096013,"Block Group 3, Los Angeles, CA",1547,603,669,343,317,370,25,41,161,145,0,12,224,166,151,174,54,90,97,139
15000US060371096014,"Block Group 4, Los Angeles, CA",1364,406,689,252,29,45,32,49,70,80,0,12,526,373,18,21,18,21,0,12
15000US060371096031,"Block Group 1, Los Angeles, CA",1057,275,581,204,40,45,0,12,199,145,0,12,225,183,12,18,0,12,12,18
15000US060371096032,"Block Group 2, Los Angeles, CA",1480,350,773,292,41,45,138,219,254,192,0,12,262,156,12,19,0,12,12,19
15000US060371096033,"Block Group 3, Los Angeles, CA",1373,264,767,236,89,112,43,68,290,228,0,12,112,101,72,75,12,15,60,76
15000US060371096041,"Block Group 1, Los Angeles, CA",954,212,684,243,0,12,0,12,111,85,0,12,159,122,0,12,0,12,0,12
15000US060371096042,"Block Group 2, Los Angeles, CA",1173,255,543,188,56,56,9,14,14,23,0,12,473,237,78,98,72,97,6,10
15000US060371096043,"Block Group 3, Los Angeles, CA",848,265,543,234,0,12,0,12,47,67,0,12,189,132,69,82,0,12,69,82
15000US060371097001,"Block Group 1, Los Angeles, CA",1535,317,597,228,0,12,0,12,85,117,0,12,798,316,55,95,0,12,55,95
15000US060371097002,"Block Group 2, Los Angeles, CA",2003,484,985,279,4,10,53,57,709,369,93,140,119,155,40,64,0,12,40,64
15000US060371097003,"Block Group 3, Los Angeles, CA",917,251,786,259,3,6,0,12,53,77,0,12,58,69,17,27,0,12,17,27
15000US060371098001,"Block Group 1, Los Angeles, CA",1252,325,958,330,9,20,0,12,181,115,0,12,104,115,0,12,0,12,0,12
15000US060371098002,"Block Group 2, Los Angeles, CA",851,313,617,350,0,12,11,19,141,101,0,12,31,28,51,65,0,12,51,65
15000US060371098003,"Block Group 3, Los Angeles, CA",964,314,536,188,35,38,0,12,103,94,0,12,290,235,0,12,0,12,0,12
15000US060371098004,"Block Group 4, Los Angeles, CA",1246,312,529,234,7,11,0,12,203,139,0,12,421,238,86,68,44,49,42,48
15000US060371111001,"Block Group 1, Los Angeles, CA",1416,355,664,255,193,119,0,12,172,76,0,12,357,216,30,28,0,12,30,28
15000US060371111002,"Block Group 2, Los Angeles, CA",1638,326,878,215,19,24,0,12,336,119,0,12,293,252,112,105,54,88,58,61
15000US060371112011,"Block Group 1, Los Angeles, CA",1079,293,845,247,0,12,0,12,151,95,0,12,67,110,16,20,0,12,16,20
15000US060371112012,"Block Group 2, Los Angeles, CA",1283,233,896,198,0,12,0,12,211,129,0,12,96,135,80,79,47,68,33,46
15000US060371112013,"Block Group 3, Los Angeles, CA",829,359,733,342,1,2,0,12,83,133,0,12,12,16,0,12,0,12,0,12
15000US060371112021,"Block Group 1, Los Angeles, CA",1411,416,781,268,0,12,15,23,337,208,0,12,113,150,165,144,0,12,165,144
15000US060371112022,"Block Group 2, Los Angeles, CA",1555,365,1178,300,66,50,0,12,248,149,0,12,24,34,39,47,12,18,27,43
15000US060371112023,"Block Group 3, Los Angeles, CA",2347,418,1585,410,44,48,0,12,214,165,0,12,435,282,69,63,17,19,52,62
15000US060371112041,"Block Group 1, Los Angeles, CA",2527,407,1600,363,124,115,0,12,569,200,0,12,154,140,80,90,15,25,65,67
15000US060371112042,"Block Group 2, Los Angeles, CA",2314,454,1475,364,207,157,0,12,499,221,0,12,85,93,48,52,0,12,48,52
15000US060371112043,"Block Group 3, Los Angeles, CA",1242,283,957,279,0,12,0,12,123,97,0,12,125,190,37,58,0,12,37,58
15000US060371112051,"Block Group 1, Los Angeles, CA",1696,320,700,203,221,226,0,12,599,331,0,12,40,48,136,121,71,74,65,69
15000US060371112052,"Block Group 2, Los Angeles, CA",703,316,279,178,152,219,0,12,272,184,0,12,0,12,0,12,0,12,0,12
15000US060371112053,"Block Group 3, Los Angeles, CA",1464,275,633,200,149,147,77,86,537,272,0,12,1,3,67,70,29,44,38,60
15000US060371112061,"Block Group 1, Los Angeles, CA",1065,285,887,252,0,12,0,12,41,49,0,12,87,135,50,79,0,12,50,79
15000US060371112062,"Block Group 2, Los Angeles, CA",573,257,353,147,0,12,0,12,191,210,0,12,0,12,29,38,12,25,17,30
15000US060371112063,"Block Group 3, Los Angeles, CA",494,206,444,206,0,12,0,12,28,31,0,12,15,23,7,11,0,12,7,11
15000US060371112064,"Block Group 4, Los Angeles, CA",1007,323,858,244,53,61,0,12,96,130,0,12,0,12,0,12,0,12,0,12
15000US060371112065,"Block Group 5, Los Angeles, CA",1513,404,362,139,288,272,0,12,728,405,0,12,20,35,115,130,11,20,104,120
15000US060371113011,"Block Group 1, Los Angeles, CA",1521,467,1077,490,61,74,0,12,198,191,0,12,185,165,0,12,0,12,0,12
15000US060371113012,"Block Group 2, Los Angeles, CA",1662,367,603,255,111,98,0,12,470,273,0,12,269,177,209,184,0,12,209,184
15000US060371113013,"Block Group 3, Los Angeles, CA",2787,607,1213,475,342,432,27,44,666,326,0,12,299,309,240,212,55,72,185,185
15000US060371113014,"Block Group 4, Los Angeles, CA",1630,462,1256,489,63,72,0,12,238,175,0,12,73,87,0,12,0,12,0,12
15000US060371113021,"Block Group 1, Los Angeles, CA",1052,229,775,202,9,15,0,12,231,139,12,17,0,12,25,39,25,39,0,12
